latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.738136,-74.04254,51.0,0,GMT,GMT

time,temperature_2m_max (°C),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),shortwave_radiation_sum (MJ/m²),dew_point_2m_max (°C),cloud_cover_max (%),cloud_cover_mean (%),pressure_msl_max (hPa),relative_humidity_2m_max (%),surface_pressure_max (hPa),vapour_pressure_deficit_max (kPa),wet_bulb_temperature_2m_max (°C),temperature_2m_mean (°C)
2019-03-06,-3.1,41372.54,29710.38,0.00,0.00,0.00,0.0,27.3,49.7,287,1.42,15.69,-10.7,100,34,1021.4,65,1014.8,0.33,-6.6,-6.0
2019-03-07,0.6,41535.59,33389.19,0.20,0.00,0.14,2.0,27.2,49.3,273,1.63,17.34,-11.1,100,44,1027.0,59,1020.4,0.40,-3.4,-5.0
2019-03-08,2.2,41699.12,36042.05,0.00,0.00,0.00,0.0,15.0,29.2,198,1.51,16.01,-3.9,100,87,1030.9,75,1024.3,0.35,-1.1,-3.0
2019-03-09,7.7,41863.03,38177.81,0.00,0.00,0.00,0.0,13.8,23.4,301,2.10,19.10,-2.8,100,20,1027.4,87,1020.9,0.64,2.4,0.8
2019-03-10,8.9,42027.19,1218.64,14.70,13.60,0.77,10.0,24.9,45.4,89,0.84,6.33,6.3,100,96,1028.1,96,1021.6,0.19,7.1,3.5
2019-03-11,10.8,42191.50,38618.23,0.00,0.00,0.00,0.0,26.4,47.2,275,2.62,18.75,2.9,100,38,1018.6,95,1012.3,0.80,4.7,6.0
2019-03-12,5.9,42355.85,38905.91,0.00,0.00,0.00,0.0,26.2,47.5,312,2.31,15.68,-2.8,99,38,1024.3,65,1017.9,0.53,1.7,2.7
2019-03-13,6.0,42520.12,33467.69,0.00,0.00,0.00,0.0,19.1,34.2,210,2.02,17.43,-1.1,100,40,1029.5,82,1023.0,0.54,1.4,0.7
2019-03-14,10.7,42684.20,38675.16,0.00,0.00,0.00,0.0,22.5,39.2,157,2.17,17.05,4.4,100,74,1026.7,87,1020.3,0.57,6.4,5.5
2019-03-15,21.8,42847.99,29102.32,4.70,4.70,0.00,3.0,31.6,55.4,200,2.41,10.94,15.4,100,86,1018.0,95,1011.7,1.02,16.7,14.1
2019-03-16,16.3,43011.37,36956.05,14.90,14.90,0.00,3.0,31.6,55.4,284,2.77,14.66,15.1,100,56,1016.9,93,1010.6,0.73,15.4,9.0
2019-03-17,5.7,43174.24,40030.97,0.00,0.00,0.00,0.0,22.5,40.0,293,2.42,16.86,-6.0,91,34,1024.0,67,1017.5,0.62,0.3,2.4
2019-03-18,7.0,43336.48,36536.27,0.00,0.00,0.00,0.0,15.7,31.0,307,2.16,16.44,-3.5,100,30,1026.5,78,1020.1,0.66,1.3,1.4
2019-03-19,8.1,43497.98,38745.10,0.00,0.00,0.00,0.0,15.1,29.9,299,2.06,16.07,-3.9,98,36,1031.4,83,1024.9,0.73,2.0,2.2
2019-03-20,9.3,43658.85,39880.83,0.00,0.00,0.00,0.0,26.6,47.2,183,2.42,19.95,-1.4,99,32,1030.4,90,1023.9,0.73,4.2,3.5
2019-03-21,8.7,43820.24,0.00,10.10,10.10,0.00,15.0,23.0,38.9,94,0.62,4.09,6.9,100,99,1026.6,95,1020.2,0.28,7.2,5.6
2019-03-22,9.2,43982.26,14951.30,22.70,22.70,0.00,18.0,39.0,67.0,351,1.33,8.26,5.1,100,88,1008.4,96,1002.1,0.68,5.2,6.0
2019-03-23,8.5,44144.82,34959.84,0.40,0.10,0.21,4.0,34.5,59.0,292,3.06,18.79,-2.3,100,59,1016.7,69,1010.4,0.81,2.0,3.9
2019-03-24,13.4,44307.81,27986.39,0.00,0.00,0.00,0.0,22.3,38.2,267,3.19,17.34,-1.9,100,32,1023.9,69,1017.4,1.07,6.2,5.4
2019-03-25,9.7,44471.14,5309.65,0.80,0.80,0.00,3.0,16.3,29.5,311,2.04,7.50,3.0,100,99,1019.2,78,1012.9,0.65,5.0,8.2
2019-03-26,7.9,44634.70,41494.30,0.40,0.40,0.00,2.0,22.9,41.8,0,3.23,22.66,-1.9,100,25,1026.0,59,1019.6,0.83,2.4,3.5
2019-03-27,5.8,44798.39,41657.03,0.00,0.00,0.00,0.0,16.2,32.0,33,2.75,21.72,-4.7,99,32,1035.1,66,1028.6,0.57,0.9,1.8
2019-03-28,8.6,44962.11,41684.79,0.00,0.00,0.00,0.0,26.9,47.9,179,2.30,21.37,1.7,97,38,1033.5,91,1027.0,0.55,4.4,3.0
2019-03-29,12.6,45125.77,2268.90,0.60,0.60,0.00,5.0,16.3,39.2,205,1.33,6.78,9.1,100,98,1024.7,86,1018.3,0.48,10.2,8.2
2019-03-30,16.0,45289.26,34855.60,0.00,0.00,0.00,0.0,32.1,54.0,162,2.68,17.76,9.0,100,75,1020.1,100,1013.8,0.86,11.4,10.8
2019-03-31,17.6,45452.47,18926.49,4.30,4.30,0.00,5.0,25.0,49.3,213,2.16,7.45,12.3,100,77,1012.2,93,1006.1,0.71,13.6,11.8
2019-04-01,7.5,45615.30,42465.29,0.00,0.00,0.00,0.0,32.3,57.2,305,3.19,22.59,-3.6,95,18,1025.7,58,1019.3,0.76,1.5,3.4
2019-04-02,8.4,45777.66,28509.54,0.20,0.20,0.00,1.0,25.0,46.1,126,2.31,18.41,0.4,100,56,1030.3,82,1023.9,0.64,3.7,3.5
2019-04-03,16.8,45939.42,42784.21,1.50,1.50,0.00,9.0,38.6,66.2,293,3.77,22.66,3.1,100,50,1023.2,96,1016.8,1.36,8.6,8.3
2019-04-04,14.1,46100.49,42942.32,0.00,0.00,0.00,0.0,28.2,51.5,307,4.12,22.86,-2.4,96,31,1030.6,65,1024.3,1.11,6.4,8.4
2019-04-05,8.6,46260.75,1315.23,4.40,4.40,0.00,9.0,18.0,32.0,64,1.63,6.18,2.5,100,80,1033.7,92,1027.2,0.72,3.0,4.2
2019-04-06,19.4,46420.09,40522.19,2.90,2.90,0.00,7.0,14.8,30.6,347,2.87,18.55,7.4,100,78,1027.1,97,1020.7,1.36,12.1,8.7
2019-04-07,15.5,46578.41,36110.75,0.00,0.00,0.00,0.0,19.4,37.4,141,3.07,21.19,6.6,100,55,1026.2,94,1020.0,0.88,9.9,9.9
2019-04-08,24.5,46735.57,29602.34,10.00,10.00,0.00,8.0,25.2,53.3,213,3.01,14.45,15.4,100,98,1020.3,97,1014.1,1.47,18.4,15.3
2019-04-09,19.2,46891.68,37265.28,0.80,0.80,0.00,2.0,21.5,49.0,114,2.00,16.27,12.4,100,97,1007.2,91,1001.0,0.91,14.2,10.3
2019-04-10,14.1,47047.84,43200.00,0.00,0.00,0.00,0.0,26.0,47.2,318,3.14,19.09,6.0,100,33,1013.7,99,1007.5,1.09,6.9,9.0
2019-04-11,9.9,47204.14,36957.02,0.00,0.00,0.00,0.0,16.6,35.6,31,2.83,17.93,-0.8,100,62,1025.4,72,1019.0,0.72,4.5,6.2
2019-04-12,18.8,47360.48,21878.30,1.10,1.10,0.00,4.0,32.4,55.8,141,2.65,14.96,12.7,100,95,1026.0,83,1019.6,0.70,14.9,10.7
2019-04-13,22.8,47516.76,21600.00,23.80,23.80,0.00,13.0,23.8,54.7,200,2.88,15.83,15.5,100,94,1020.7,96,1014.5,1.14,17.5,16.8
2019-04-14,18.2,47672.88,20288.58,0.10,0.10,0.00,1.0,24.2,39.6,184,1.96,12.19,15.8,100,98,1016.2,100,1010.1,0.68,16.5,15.6
2019-04-15,18.8,47828.74,30942.92,19.70,19.70,0.00,13.0,39.6,74.9,234,2.65,15.36,16.5,100,85,1004.4,98,998.3,0.85,16.8,14.9
2019-04-16,17.1,47984.22,43703.23,0.00,0.00,0.00,0.0,34.3,65.2,286,5.06,25.28,2.3,99,9,1017.5,53,1011.3,1.49,9.0,10.1
2019-04-17,14.2,48139.21,34054.95,0.60,0.60,0.00,2.0,21.9,38.9,49,3.68,21.47,5.7,100,84,1021.9,79,1015.7,0.99,7.8,10.8
2019-04-18,16.1,48293.62,15176.56,1.70,1.70,0.00,7.0,24.6,44.3,138,2.04,10.87,12.9,100,94,1023.2,86,1016.9,0.49,13.9,11.3
2019-04-19,24.0,48447.31,32922.32,2.20,2.20,0.00,7.0,27.3,48.6,190,3.54,17.07,16.6,100,89,1011.9,90,1005.8,1.18,18.9,18.0
2019-04-20,17.8,48600.19,276.77,14.60,14.60,0.00,16.0,33.5,69.5,171,1.27,6.63,16.5,100,100,1008.7,96,1002.6,0.52,16.7,16.3
2019-04-21,16.5,48752.12,37323.26,0.10,0.10,0.00,1.0,23.9,40.0,148,2.45,15.96,12.4,100,86,1016.5,94,1010.4,0.72,13.6,13.3
2019-04-22,17.0,48902.99,12249.10,6.50,6.50,0.00,9.0,23.6,43.6,6,1.53,8.88,13.8,100,92,1019.3,94,1013.1,0.49,14.3,12.8
2019-04-23,22.7,49052.68,43154.25,1.10,1.10,0.00,6.0,23.8,42.5,257,3.87,24.11,13.7,100,46,1016.6,97,1010.4,1.31,16.4,15.2
2019-04-24,19.6,49201.07,44384.85,0.20,0.20,0.00,2.0,22.3,41.4,280,4.78,25.79,12.5,99,32,1009.7,89,1003.6,1.39,13.5,16.8
2019-04-25,15.4,49348.01,32829.77,1.40,1.40,0.00,3.0,17.0,34.2,101,3.13,20.80,9.4,100,72,1015.5,91,1009.3,0.72,10.7,11.5
2019-04-26,16.4,49493.39,4461.98,14.00,14.00,0.00,19.0,28.0,58.7,126,1.16,8.11,15.1,100,98,1014.0,96,1007.8,0.20,15.5,12.6
2019-04-27,14.6,49637.07,39113.74,6.40,6.40,0.00,9.0,40.4,69.8,283,3.26,18.28,14.0,100,72,1007.3,97,1001.1,0.89,14.1,11.4
2019-04-28,11.0,49778.91,10183.19,1.70,1.70,0.00,5.0,21.0,36.7,7,1.47,7.55,5.9,100,70,1019.2,79,1012.9,0.51,7.9,8.7
2019-04-29,12.7,49918.97,38663.07,0.00,0.00,0.00,0.0,19.7,37.1,297,3.41,24.06,6.8,100,36,1030.7,90,1024.4,0.93,7.5,7.9
2019-04-30,19.3,50058.32,12772.63,3.80,3.80,0.00,7.0,15.9,32.8,128,1.98,10.73,11.6,100,95,1026.1,96,1019.8,1.05,13.5,11.9
2019-05-01,12.3,50197.02,454.81,1.50,1.50,0.00,5.0,20.2,37.8,112,1.56,9.23,9.5,100,81,1031.3,98,1025.0,0.48,10.4,10.7
2019-05-02,22.8,50334.97,40081.27,1.40,1.40,0.00,4.0,19.4,40.0,154,3.36,20.39,16.4,100,91,1025.0,94,1018.7,0.94,18.5,14.1
2019-05-03,13.4,50472.06,0.00,5.00,5.00,0.00,8.0,15.9,27.0,103,1.22,7.56,10.8,100,100,1022.8,95,1016.5,0.25,11.7,11.1
2019-05-04,19.8,50608.17,19510.83,11.20,11.20,0.00,10.0,10.9,21.2,98,1.91,11.22,15.3,100,95,1016.1,99,1009.9,0.60,16.6,14.2
2019-05-05,13.4,50743.18,7.79,26.60,26.60,0.00,23.0,24.6,42.1,58,0.65,4.36,13.1,100,100,1010.8,99,1004.7,0.08,13.2,12.4
2019-05-06,20.8,50876.96,39374.89,10.60,10.60,0.00,6.0,21.2,40.7,27,3.16,19.52,11.9,100,55,1016.6,96,1010.5,1.10,15.1,13.7
2019-05-07,18.3,51009.39,43270.69,0.10,0.10,0.00,1.0,20.0,39.2,167,3.27,22.74,13.4,100,52,1022.5,95,1016.3,0.66,14.6,13.7
2019-05-08,19.5,51140.35,42144.21,5.40,5.40,0.00,6.0,17.5,33.1,42,2.99,18.86,13.1,100,58,1024.3,96,1018.2,1.04,13.8,14.5
2019-05-09,14.3,51269.70,20805.47,0.00,0.00,0.00,0.0,23.3,42.5,101,2.30,12.83,10.0,100,82,1027.5,96,1021.2,0.75,10.5,11.6
2019-05-10,22.8,51397.31,18447.29,0.80,0.80,0.00,4.0,22.4,37.4,159,2.31,10.47,17.3,100,98,1024.4,96,1018.1,0.89,18.9,16.2
2019-05-11,20.6,51523.04,39075.34,5.40,5.40,0.00,5.0,20.7,38.2,315,4.23,25.77,17.9,100,78,1017.7,97,1011.5,1.29,18.2,16.7
2019-05-12,17.2,51646.76,0.00,29.10,29.10,0.00,21.0,31.0,56.5,68,0.69,3.77,12.4,100,100,1015.7,93,1009.6,0.60,13.8,10.5
2019-05-13,11.0,51768.32,3600.00,19.90,19.90,0.00,18.0,21.7,40.3,62,1.13,6.24,7.8,100,99,1013.3,92,1007.0,0.31,8.5,8.2
2019-05-14,12.0,51887.59,2136.17,3.70,3.70,0.00,9.0,17.7,29.5,50,1.35,7.94,8.4,100,99,1010.9,92,1004.7,0.48,9.1,9.0
2019-05-15,19.6,52004.41,44942.89,1.70,1.70,0.00,8.0,23.4,42.1,317,3.39,20.28,8.6,100,60,1012.1,95,1006.0,1.30,12.6,11.7
2019-05-16,20.8,52118.64,48200.38,0.40,0.40,0.00,2.0,15.8,35.3,294,4.14,23.78,12.6,100,52,1012.2,94,1006.1,1.47,14.9,15.3
2019-05-17,24.6,52230.12,40569.94,0.60,0.60,0.00,1.0,18.0,37.1,221,3.78,18.75,16.3,99,50,1011.7,88,1005.6,1.33,18.7,18.1
2019-05-18,22.9,52338.71,48386.25,0.30,0.30,0.00,2.0,17.1,31.3,321,5.08,28.41,16.8,100,58,1016.3,90,1010.3,1.72,17.5,17.4
2019-05-19,23.2,52444.42,48328.11,0.50,0.50,0.00,2.0,27.4,47.9,169,3.83,23.31,18.4,99,80,1018.8,85,1012.7,0.74,19.8,17.1
2019-05-20,28.1,52548.12,47243.07,2.00,2.00,0.00,6.0,26.5,59.8,225,4.71,22.91,19.9,100,72,1013.5,95,1007.5,1.67,21.7,22.6
2019-05-21,24.2,52649.87,48099.87,0.00,0.00,0.00,0.0,27.8,49.0,312,5.61,28.81,15.5,97,28,1015.9,72,1009.8,1.41,18.5,17.3
2019-05-22,22.3,52749.57,49203.97,0.00,0.00,0.00,0.0,18.9,39.6,329,5.75,29.03,9.0,100,33,1024.2,66,1018.1,1.79,14.1,16.3
2019-05-23,25.1,52847.12,35393.98,2.10,2.10,0.00,6.0,23.1,40.3,209,4.10,20.62,17.4,100,96,1023.6,83,1017.5,1.38,19.1,18.0
2019-05-24,23.2,52942.42,47762.12,0.00,0.00,0.00,0.0,34.7,62.6,299,4.97,23.45,18.0,100,63,1016.3,89,1010.3,1.61,18.7,20.3
2019-05-25,19.2,53035.35,48596.39,0.00,0.00,0.00,0.0,29.1,51.5,158,4.05,24.63,11.5,94,29,1024.3,94,1018.2,0.89,14.3,15.9
2019-05-26,29.5,53125.82,45950.41,2.00,2.00,0.00,4.0,21.3,41.8,242,5.35,25.35,19.0,100,68,1019.7,93,1013.6,2.18,21.6,20.7
2019-05-27,25.6,53213.71,46800.00,0.00,0.00,0.00,0.0,17.1,32.0,336,5.34,26.63,19.2,100,53,1014.4,91,1008.4,1.99,19.7,21.2
2019-05-28,22.0,53298.92,23531.85,3.60,3.60,0.00,5.0,30.8,54.0,135,2.21,10.95,17.8,100,92,1013.3,92,1007.3,0.96,18.8,18.4
2019-05-29,20.9,53381.34,21387.78,4.00,4.00,0.00,5.0,21.0,37.4,192,2.32,13.98,19.7,100,96,1008.0,97,1002.0,0.50,19.9,19.2
2019-05-30,19.7,53460.84,17460.18,6.70,6.70,0.00,6.0,17.8,39.2,143,2.29,13.99,17.5,100,98,1010.1,97,1004.0,0.49,17.6,16.1
2019-05-31,25.4,53537.34,46800.00,9.50,9.50,0.00,8.0,14.8,36.7,276,4.58,24.47,17.9,100,40,1008.8,100,1002.9,1.67,18.6,20.5
2019-06-01,25.5,53610.70,49830.88,0.00,0.00,0.00,0.0,19.5,36.7,146,4.78,26.55,17.1,100,70,1011.7,94,1005.7,1.57,18.9,20.0
2019-06-02,26.1,53680.82,41968.78,1.70,1.70,0.00,5.0,18.8,43.9,213,4.48,23.91,18.2,100,63,1009.4,96,1003.4,1.55,20.0,20.5
2019-06-03,21.9,53747.60,49913.39,0.40,0.40,0.00,2.0,27.0,48.6,296,5.11,27.45,18.5,72,21,1013.6,86,1007.6,1.67,19.3,17.9
2019-06-04,21.2,53810.90,49952.62,0.00,0.00,0.00,0.0,20.0,36.0,291,5.10,28.25,8.2,83,20,1021.4,77,1015.2,1.57,13.0,15.6
2019-06-05,26.0,53870.63,35684.78,0.30,0.30,0.00,2.0,23.4,41.4,211,5.07,22.61,20.8,100,67,1016.5,78,1010.5,1.52,22.0,20.0
2019-06-06,27.2,53926.67,46518.29,19.40,19.40,0.00,11.0,21.1,37.8,259,4.82,24.47,20.1,100,60,1008.2,97,1002.3,1.57,21.1,23.2
2019-06-07,25.3,53978.92,49569.91,0.00,0.00,0.00,0.0,16.8,32.8,17,3.83,20.02,19.3,100,90,1014.1,97,1008.1,1.52,20.5,21.1
2019-06-08,25.8,54027.34,49230.89,0.00,0.00,0.00,0.0,21.7,40.3,79,5.49,28.05,17.0,99,86,1022.1,99,1016.1,1.81,17.9,20.5
2019-06-09,23.2,54072.34,50125.46,0.00,0.00,0.00,0.0,24.9,45.0,101,5.38,29.11,12.5,100,70,1026.5,88,1020.5,1.72,15.4,18.1
2019-06-10,19.6,54113.96,3356.05,12.10,12.10,0.00,14.0,25.2,42.5,82,1.23,5.28,19.2,100,96,1025.3,98,1019.1,0.96,19.3,16.6
2019-06-11,23.3,54152.18,32820.35,12.00,12.00,0.00,14.0,29.2,52.2,312,4.43,24.05,20.3,100,70,1015.9,99,1009.9,1.52,20.4,20.5
2019-06-12,22.0,54186.96,50214.18,0.00,0.00,0.00,0.0,23.0,41.8,229,5.22,27.54,11.3,99,67,1022.7,80,1016.7,1.38,15.1,17.9
2019-06-13,19.2,54218.29,26461.18,19.80,19.80,0.00,7.0,32.8,58.0,78,2.68,15.70,14.6,100,84,1020.5,94,1014.4,0.71,15.3,16.6
2019-06-14,22.4,54246.14,50267.77,3.70,3.70,0.00,7.0,28.7,50.4,260,4.34,24.13,15.6,100,34,1014.9,96,1008.9,1.64,15.8,17.8
2019-06-15,26.7,54270.47,48436.47,0.00,0.00,0.00,0.0,24.7,43.9,230,5.86,27.96,14.5,99,42,1020.7,81,1014.6,2.11,18.0,19.4
2019-06-16,26.7,54291.28,32316.22,3.10,3.10,0.00,11.0,20.9,43.9,216,4.35,17.46,19.7,100,89,1015.3,90,1009.3,1.49,21.6,22.2
2019-06-17,23.5,54308.54,9408.82,5.10,5.10,0.00,13.0,14.5,31.0,290,2.13,10.49,20.4,100,96,1015.7,98,1009.7,0.80,20.7,21.6
2019-06-18,24.7,54322.23,8377.29,8.30,8.30,0.00,20.0,14.5,34.6,167,1.96,10.12,21.6,100,98,1015.8,100,1009.8,0.61,22.4,21.1
2019-06-19,20.9,54332.32,6279.32,11.80,11.80,0.00,16.0,16.9,34.2,96,1.50,8.85,20.0,100,97,1012.2,100,1006.2,0.23,20.1,19.6
2019-06-20,26.1,54338.82,17138.67,13.40,13.40,0.00,18.0,15.4,35.3,139,2.31,12.56,23.1,100,94,1008.5,100,1002.5,0.59,23.8,21.5
2019-06-21,24.0,54341.71,24444.71,16.10,16.10,0.00,16.0,26.4,45.7,320,2.44,12.06,21.9,100,81,1006.8,98,1000.9,1.48,22.1,21.0
2019-06-22,24.1,54340.96,50400.00,0.00,0.00,0.00,0.0,24.3,42.8,314,5.74,25.16,13.9,47,13,1013.6,74,1007.7,1.71,17.1,20.3
2019-06-23,26.7,54336.57,50400.00,0.00,0.00,0.00,0.0,18.3,32.0,308,6.28,29.52,16.3,90,6,1017.1,77,1011.1,2.00,19.3,21.1
2019-06-24,28.2,54328.54,41118.08,0.00,0.00,0.00,0.0,17.3,28.8,246,4.71,22.03,18.7,100,66,1012.4,92,1006.5,2.15,20.4,22.1
2019-06-25,27.4,54316.84,20238.39,9.00,9.00,0.00,14.0,11.8,27.4,173,2.57,12.68,24.5,100,97,1010.4,97,1004.5,0.86,25.0,22.9
2019-06-26,30.1,54301.49,47726.23,0.00,0.00,0.00,0.0,18.4,31.3,308,5.85,28.04,22.1,99,26,1017.3,96,1011.4,2.50,23.1,24.8
2019-06-27,30.3,54282.47,50400.00,0.20,0.20,0.00,1.0,17.4,32.0,310,6.10,27.87,19.7,67,26,1020.6,91,1014.7,2.49,22.2,25.5
2019-06-28,29.8,54259.73,50400.00,0.30,0.30,0.00,2.0,13.0,23.8,348,5.56,26.05,18.8,96,61,1022.5,93,1016.6,2.32,21.6,24.8
2019-06-29,31.0,54233.05,48719.13,1.40,1.40,0.00,7.0,19.3,38.9,239,4.99,22.77,22.4,99,75,1020.2,94,1014.2,2.20,24.7,25.8
2019-06-30,27.0,54202.45,47539.09,0.00,0.00,0.00,0.0,29.0,55.1,298,5.55,24.14,20.8,100,38,1011.9,88,1006.0,1.92,21.8,24.1
2019-07-01,29.2,54168.00,50400.00,0.00,0.00,0.00,0.0,21.3,37.4,321,6.44,28.13,15.8,97,18,1014.1,78,1008.2,2.57,19.9,23.0
2019-07-02,29.7,54129.82,45877.79,0.30,0.30,0.00,2.0,17.5,38.9,265,4.93,21.07,20.6,100,46,1012.3,87,1006.4,2.00,23.0,24.3
2019-07-03,28.6,54087.95,49368.41,0.80,0.80,0.00,7.0,10.1,22.3,268,4.26,20.40,23.6,100,69,1011.7,94,1005.9,1.63,24.4,25.6
2019-07-04,29.8,54042.51,50377.03,0.00,0.00,0.00,0.0,17.7,33.5,148,5.51,27.50,23.4,100,55,1018.5,100,1012.7,1.88,23.8,26.0
2019-07-05,27.1,53993.57,28647.58,0.40,0.40,0.00,4.0,20.9,39.6,145,3.25,16.65,22.8,100,96,1021.5,99,1015.5,1.02,23.8,23.4
2019-07-06,30.1,53941.22,29941.02,8.40,8.40,0.00,11.0,18.8,41.8,214,3.70,17.91,24.2,100,93,1018.5,98,1012.6,1.50,25.3,25.9
2019-07-07,27.7,53885.56,44954.77,2.40,2.40,0.00,10.0,18.7,34.6,40,4.15,20.74,23.5,100,80,1013.4,96,1007.5,1.45,24.2,24.9
2019-07-08,23.4,53826.67,18230.04,11.20,11.20,0.00,10.0,12.4,24.5,145,2.50,12.45,19.7,100,86,1016.6,92,1010.6,0.96,20.4,21.8
2019-07-09,31.1,53764.64,50169.75,0.00,0.00,0.00,0.0,12.1,22.7,282,5.85,28.48,21.4,81,26,1017.8,97,1011.9,2.98,22.9,24.4
2019-07-10,31.0,53699.57,50111.51,0.00,0.00,0.00,0.0,22.3,42.5,211,5.18,24.18,21.2,97,73,1018.2,96,1012.2,2.48,23.4,25.6
2019-07-11,28.1,53631.53,34539.25,1.20,1.20,0.00,6.0,25.2,45.4,178,3.82,17.60,22.9,100,60,1015.3,89,1009.4,1.58,23.3,25.1
2019-07-12,30.0,53560.62,46480.41,10.40,10.40,0.00,9.0,24.0,41.4,279,5.09,23.87,22.6,100,57,1009.9,98,1004.0,2.16,22.8,25.2
2019-07-13,30.2,53486.94,49920.68,0.00,0.00,0.00,0.0,17.2,31.7,293,5.89,27.78,21.4,12,3,1014.3,86,1008.4,2.34,22.7,24.4
2019-07-14,30.7,53410.57,49851.96,0.00,0.00,0.00,0.0,22.6,41.4,284,6.34,26.85,22.5,92,16,1013.7,88,1007.9,2.57,23.2,26.3
2019-07-15,30.3,53331.60,49780.82,0.00,0.00,0.00,0.0,15.3,26.6,310,6.30,28.47,17.8,100,49,1019.0,81,1013.1,2.80,21.0,24.6
2019-07-16,32.9,53250.12,49707.33,0.10,0.10,0.00,1.0,21.3,37.1,219,6.09,27.12,21.4,99,57,1019.0,91,1013.1,3.06,23.3,25.8
2019-07-17,32.6,53166.21,42249.99,1.90,1.90,0.00,5.0,16.3,36.0,216,4.58,19.17,24.9,100,72,1016.4,90,1010.5,2.03,26.3,27.7
2019-07-18,28.8,53079.84,23216.00,26.20,26.20,0.00,20.0,11.3,37.8,41,2.79,13.42,24.2,100,85,1013.2,98,1007.3,1.25,24.4,25.4
2019-07-19,32.9,52990.21,44840.23,0.50,0.50,0.00,2.0,18.0,30.6,224,4.93,22.89,24.7,100,89,1013.2,98,1007.3,2.20,26.7,25.8
2019-07-20,34.9,52897.33,48693.68,0.70,0.70,0.00,2.0,19.3,35.6,261,5.89,24.95,25.4,99,79,1011.6,93,1005.8,2.66,27.0,29.7
2019-07-21,34.2,52801.35,48083.64,0.10,0.10,0.00,1.0,20.4,42.5,264,5.52,22.25,25.1,93,36,1010.2,92,1004.4,2.64,26.7,29.5
2019-07-22,29.9,52702.41,35781.89,20.40,20.40,0.00,12.0,21.2,41.8,165,3.75,17.02,24.7,100,67,1011.2,98,1005.3,1.20,25.8,27.2
2019-07-23,25.2,52600.66,3162.02,27.90,27.90,0.00,21.0,18.4,45.4,345,2.20,10.42,23.7,100,100,1011.8,98,1005.8,0.98,23.8,22.6
2019-07-24,26.4,52496.24,44547.63,4.50,4.50,0.00,10.0,12.4,31.0,14,4.18,21.12,20.0,100,72,1014.5,95,1008.6,1.73,20.9,22.6
2019-07-25,28.3,52389.29,48925.62,0.00,0.00,0.00,0.0,11.2,23.0,321,4.90,23.96,19.4,66,32,1019.9,93,1014.0,2.41,19.9,23.9
2019-07-26,28.2,52279.95,48825.59,0.00,0.00,0.00,0.0,8.4,16.9,267,4.79,24.07,20.0,48,11,1025.1,93,1019.2,1.98,21.3,23.6
2019-07-27,28.0,52168.36,48723.32,0.00,0.00,0.00,0.0,17.9,32.4,180,4.50,21.77,20.3,54,20,1025.7,90,1019.7,1.61,21.8,24.2
2019-07-28,31.6,52054.64,48618.95,0.00,0.00,0.00,0.0,18.1,32.8,224,5.65,24.94,20.5,26,11,1022.1,88,1016.1,2.64,22.9,25.8
2019-07-29,31.7,51938.94,48512.58,0.60,0.60,0.00,1.0,17.8,34.6,236,5.29,23.07,21.6,89,37,1017.4,85,1011.5,2.39,23.9,26.2
2019-07-30,31.6,51821.38,48404.34,0.50,0.50,0.00,2.0,19.9,36.7,203,5.02,23.45,23.9,71,26,1016.4,94,1010.6,1.93,25.6,27.0
2019-07-31,29.8,51702.09,39588.56,12.00,12.00,0.00,4.0,14.7,27.7,227,3.77,17.09,23.5,100,50,1017.1,94,1011.3,1.60,24.4,26.0
2019-08-01,29.3,51581.19,43638.94,0.00,0.00,0.00,0.0,10.5,21.6,331,4.68,22.57,21.8,100,80,1019.5,98,1013.6,2.32,22.3,25.3
2019-08-02,28.5,51458.82,48069.52,0.10,0.10,0.00,1.0,16.9,30.2,165,4.36,20.04,21.2,100,59,1020.9,88,1015.0,1.88,22.1,25.4
2019-08-03,27.6,51335.08,45100.99,1.00,1.00,0.00,7.0,18.1,35.3,180,4.40,22.83,21.5,94,52,1019.3,98,1013.3,1.30,22.8,24.1
2019-08-04,30.5,51210.11,47096.28,2.10,2.10,0.00,6.0,9.1,26.3,321,4.87,23.66,22.2,65,30,1014.2,96,1008.2,2.61,22.6,25.3
2019-08-05,27.0,51084.00,47441.82,0.60,0.60,0.00,2.0,15.6,29.9,66,4.66,23.06,22.3,98,74,1016.4,93,1010.5,1.69,22.7,24.0
2019-08-06,26.3,50956.89,23034.45,0.90,0.90,0.00,4.0,16.1,30.6,138,2.96,14.54,22.1,100,88,1014.5,99,1008.6,1.10,22.4,23.7
2019-08-07,28.1,50828.70,27092.70,11.50,11.50,0.00,10.0,19.2,41.8,188,2.70,13.90,22.6,100,70,1011.1,96,1005.2,1.13,23.9,23.9
2019-08-08,29.1,50698.41,44454.12,6.90,6.90,0.00,6.0,21.3,39.6,244,4.32,21.37,20.8,100,45,1009.1,97,1003.2,1.75,22.7,23.4
